City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
582,Letnik,RU,73.04,light rain,46.011,41.2657,Na Cherkasskom Trakte Basa Otdykha
583,Merzifon,TR,67.46,broken clouds,40.8733,35.4631,Mersuvan Turizm
584,Kavaratti,IN,81.68,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
585,Bakel,SN,77.16,light rain,14.905,-12.4568,Ablaye Diallo Bakel
586,Sun Valley,US,75.87,clear sky,39.5963,-119.776,Panther Valley RV Park
588,Craig,US,67.95,clear sky,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
591,Bandarbeyla,SO,85.24,broken clouds,9.4942,50.8122,JABIR HOTEL
592,Usinsk,RU,75.69,scattered clouds,65.9939,57.5281,Dobro Pozhalovaty
594,El Segundo,US,77.54,clear sky,33.9192,-118.4165,Embassy Suites by Hilton Los Angeles International Airport South
595,Bongaree,AU,66.22,broken clouds,-27.0797,153.1586,The Gums Anchorage
598,Gat,IL,83.79,few clouds,31.61,34.7642,OlusHome
600,Kanker,IN,82.72,overcast clouds,20.2719,81.4931,STARiHOTEL Kanker
601,Amahai,ID,77.97,light rain,-3.3333,128.9167,HOTEL ISABELA
602,Iskateley,RU,71.73,overcast clouds,67.6803,53.1512,Hostel Agat
604,Kerema,PG,80.38,overcast clouds,-7.9631,145.7785,Frena Lodge
605,Dakoro,NE,82.85,few clouds,14.5106,6.765,Shagon mai liverpool
610,Arvi,IN,82.29,overcast clouds,20.9833,78.2333,Geet shirbhate
611,Salamiyah,SY,81.07,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
612,Archidona,ES,68.4,clear sky,37.0965,-4.3887,Hotel Escua
613,Atambua,ID,78.42,broken clouds,-9.1061,124.8925,Kost Alfa Flat
616,Tarbagatay,RU,78.33,overcast clouds,51.4803,107.3602,"Meditativnyy Tsentr ""Sansara"""
618,Wajir,KE,76.96,scattered clouds,1.7471,40.0573,Mahatallah Hotel
619,Preobrazheniye,RU,65.7,overcast clouds,42.9019,133.9064,Campsite Orlan
620,Yulara,AU,68.4,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
622,Abha,SA,71.85,light rain,18.2164,42.5053,Abha Hotel
623,Pong,TH,87.1,overcast clouds,19.1493,100.2752,999 Hotel
626,Sosva,RU,84.04,broken clouds,59.1766,61.8558,Gostinitsa
627,Ust-Tsilma,RU,81.79,broken clouds,65.441,52.1498,U Praskov'i
628,Preston,GB,67.48,clear sky,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resorts
629,Golkoy,TR,65.61,overcast clouds,40.6875,37.6178,Golkoy Ogretmenevi
630,Lockport,US,75.25,overcast clouds,41.5895,-88.0578,Big Run Wolf Ranch
631,Isla Mujeres,MX,77.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
634,Abu Road,IN,85.57,overcast clouds,24.4833,72.7833,Private Room In the Heart of the city.
636,Pueblo,US,73.35,clear sky,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
638,Miyako,JP,77.36,light rain,39.6367,141.9525,Hotel Route Inn Miyako
639,Chatham,GB,73.35,clear sky,51.3789,0.5279,King Charles Hotel in Kent
640,Derzhavinsk,KZ,84.09,scattered clouds,51.1,66.3167,Ooo.khim Baza
642,Genhe,CN,75.45,broken clouds,50.7833,121.5167,Companionship Hotel
644,Jacareacanga,BR,73.53,broken clouds,-6.2222,-57.7528,Casa do Ian😎
647,Westport,US,70.07,clear sky,41.1415,-73.3579,The Westport Inn
649,Zaysan,KZ,85.59,clear sky,47.4667,84.8667,Ерлан үй
652,Yankton,US,78.12,clear sky,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
653,Muravlenko,RU,66.29,broken clouds,63.7898,74.523,Hostel Rus Muravlenko
655,Nador,MA,75.45,broken clouds,35.174,-2.9287,Hôtel La Giralda
657,San Miguel,SV,74.86,broken clouds,13.4833,-88.1833,Excalibur
658,Suicheng,CN,87.98,broken clouds,33.8963,117.9331,Junyue Hotel
659,Paducah,US,70.29,clear sky,37.0834,-88.6001,"Holiday Inn Paducah Riverfront, an IHG Hotel"
660,Marrakesh,MA,78.87,few clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
661,Dabakala,CI,70.3,overcast clouds,8.3667,-4.4333,Hotel Residence les villages de Dabakala
663,Altay,CN,80.33,few clouds,47.8667,88.1167,Jinqiao Hotel
664,Port Keats,AU,82.8,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
665,Luau,AO,66.78,broken clouds,-10.7073,22.2247,Casa- Bernardo Cândido
666,Columbia,US,71.6,overcast clouds,34.0007,-81.0348,Hampton Inn Columbia-Downtown Historic District
667,Kisangani,CD,80.64,broken clouds,0.5167,25.2,Grand Ramela Hotel
671,La Colmena,PY,78.87,overcast clouds,-25.8833,-56.8167,HOTEL El Triunfo
672,Suntar,RU,68.27,overcast clouds,62.1444,117.6319,Гостевая квартира
674,Hailar,CN,76.64,overcast clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
677,Dillon,US,71.94,broken clouds,34.4166,-79.3712,Dillon Express Inn
680,Poykovskiy,RU,77.29,light rain,61.2333,73.3333,Center hotel
681,Elk City,US,77.22,clear sky,35.412,-99.4043,Hampton Inn & Suites Elk City
683,Puerto Escondido,MX,79.48,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
684,Ratnagiri,IN,79.56,light rain,16.9833,73.3,Hotel Landmark
685,Tete,MZ,70.81,broken clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
686,Simao,CN,79.36,broken clouds,22.7886,100.9748,Changyu Hotel
687,Pamekasan,ID,82.26,overcast clouds,-7.1568,113.4746,OYO 3027 Griya Temenggungan Syariah
689,Boa Vista,BR,76.98,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
691,Birin,NP,74.44,broken clouds,26.8865,88.0718,Sun Hotel & Lodge
692,Kupang,ID,80.64,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
693,Miri,MY,82.54,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
695,San Anselmo,US,71.31,clear sky,37.9747,-122.5616,Four Points by Sheraton San Rafael Marin County
696,Hovd,MN,74.14,clear sky,48.0056,91.6419,Hotel Khovd
697,Asyut,EG,84.38,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
700,Gemena,CD,73.38,overcast clouds,3.25,19.7667,Hôtel Goshen
701,Vila Do Maio,CV,75.99,broken clouds,15.1333,-23.2167,Hotel Marilu
702,Skovorodino,RU,73.92,overcast clouds,53.9833,123.9167,Amur
704,Mandalgovi,MN,79.36,overcast clouds,45.7625,106.2708,В.Ганбат
705,Pandan,PH,83.88,heavy intensity rain,14.0453,124.1694,Bonifacio Lodge
707,Kailua,US,78.78,overcast clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
708,Bubaque,GW,79.5,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
709,Callaway,US,84.13,scattered clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
710,Ocos,GT,77.68,overcast clouds,14.5094,-92.1933,Auto Hotel El Soñador
711,Zhezkazgan,KZ,82.38,scattered clouds,47.8043,67.7144,Hotel Zumrat
714,Pimenta Bueno,BR,69.64,clear sky,-11.6725,-61.1936,Cristalina Palace Hotel
715,Mezen,RU,71.44,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
716,Ankpa,NG,71.83,overcast clouds,7.3706,7.6253,AA Suites
717,Zhigansk,RU,66.58,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
720,Richards Bay,ZA,67.14,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
722,Ibra,OM,81.64,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
723,Ambon,ID,77.23,heavy intensity rain,-3.6954,128.1814,Swiss-Belhotel Ambon
726,Tabuk,PH,89.47,few clouds,17.4189,121.4443,Golden Berries Hotel and Convention
727,Konstantinovsk,RU,73.62,overcast clouds,47.5828,41.0922,Holiday Park Starodonye
728,Coolum Beach,AU,65.1,scattered clouds,-26.5333,153.1,Coolum Beach Resort
729,Ikwiriri,TZ,79.57,scattered clouds,-7.9562,38.9716,Greenland lodge
730,Camaqua,BR,67.75,broken clouds,-30.8511,-51.8122,Bartz Hotel
